Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
1	1	Retrocalcarine cortex RH	VisCent	VisCent	0.35396550126113624	0.39720884386196625	0.012420696894631326
2	2	Superior longitudinal fasciculus II mid-posterior RH	No network found	No network found	0.014666328848738029	0.7938696650899554	2.535946892186918e-05
3	3	Arcuate fasciculus mid-anterior RH	DorsAttnB	ContA	0.34251737403710514	0.29486079997880277	0.014299814714918585
4	4	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	ContA	SalVentAttnB	0.016660065475583262	0.0005834140299636738	0.006460217843432732
5	4	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	ContA	SalVentAttnB	0.25965889998552893	0.013988405216536054	0.08039788678185832
6	5	Precentral sulcus mid-inferior RH	DorsAttnB	ContA	0.5859211963181078	0.16975735827121657	0.10255467154124412
7	6	Putamen inferior RH	No network found	No network found	0.4481249410668703	0.305296908159809	0.00019072421276436312
8	7	Paracingulate gyrus posterior	SalVentAttnA	SalVentAttnB	0.6242824079387672	0.05173083986956955	0.27037229345183367
9	8	Inferior temporal sulcus anterior RH	LimbicA	DefaultB	0.49451298863354265	0.2550523824719104	0.027492036770326477
10	9	Parahippocampal gyrus anterior	No network found	No network found	0.1958535013207436	0.020964462732597024	0.09929387080975303
11	9	Parahippocampal gyrus anterior	No network found	No network found	0.26468815994399814	0.045351423564925254	0.18924133739417476
12	10	Calcarine cortex mid-posterior RH	VisCent	VisPeri	0.4739726804932621	0.31719201494776367	0.06777607304770059
13	11	Middle frontal gyrus superior RH	DefaultB	ContB	0.5622951200976489	0.1504365883929439	0.11161712132472859
14	12	Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH)	DorsAttnB	DorsAttnA	0.3657129299663771	0.0860161353298596	0.1392425355637528
15	13	Superior parietal lobule anterior LH	DorsAttnB	DorsAttnA	0.28878874780104574	0.2709662421646788	0.07686092446060779
16	14	Precentral gyrus middle	SomMotA	SomMotA	0.06304068708471883	0.017571375402508096	0.02393254324776314
17	14	Precentral gyrus middle	SomMotA	SomMotA	0.37815512554999625	0.2849670228048251	0.06739023605107262
18	15	Postcentral sulcus superior RH	SomMotA	DorsAttnB	0.42668854953715574	0.3965718686890631	0.10277946316944443
19	16	Subcentral gyrus RH	SomMotA	SomMotB	0.5692502674168589	0.06599754480412807	0.15271206319605604
20	17	Frontal pole lateral RH	ContA	ContB	0.4453476489238236	0.09779410963893109	0.0706305524862874
21	18	Postcentral sulcus middle LH	DorsAttnB	DorsAttnB	0.5345082105728575	0.2548763720020425	0.11817145718864026
22	19	Inferior longitudinal fasciculus posterior RH	No network found	No network found	0.05668546526567957	0.6144431627341154	0.0003793835668576034
23	20	Parieto-occipital sulcus middle	VisCent	DefaultC	0.2578276395105518	0.09019374023210253	0.02693225801841465
24	20	Parieto-occipital sulcus middle	VisCent	DefaultC	0.1089374241784362	0.13961907603002827	0.0029932232396570556
25	21	Lateral fissure posterior limb LH	SalVentAttnA	SalVentAttnA	0.3824111381383382	0.2594592410133365	0.047837467568836306
26	22	Superior corona radiata RH	No network found	No network found	0.07082056392465924	0.8100382264545322	0.0007953577642901621
27	23	Fusiform gyrus mid-posterior RH	VisCent	VisCent	0.6989591230226196	0.13072440568593585	0.10785523265607533
28	24	Cingulate sulcus mid-posterior LH	SalVentAttnA	SalVentAttnA	0.28678899557941223	0.45922834807010876	0.008415059095267203
29	25	Intraparietal sulcus posterior RH	DorsAttnB	DorsAttnA	0.3537344191360131	0.23833963581856965	0.09879603391252642
30	26	Anterior insula antero-inferior RH	SalVentAttnA	SalVentAttnB	0.34068154036327924	0.22016691175136952	0.029618112123390446
31	27	External capsule anterior LH	ContA	SalVentAttnB	0.28192484465742607	0.4866070304911144	0.0038664319926067685
32	28	Corpus callosum splenium superior	No network found	DefaultA	0.023989298298175806	0.337800232279429	2.1438392387690984e-05
33	28	Corpus callosum splenium superior	No network found	DefaultA	0.01408180082937858	0.3737043400745955	8.74426630033915e-05
34	29	Internal capsule genu posterior	No network found	No network found	0.035360696716613474	0.10333758325870722	1.897512012858076e-09
35	29	Internal capsule genu posterior	No network found	No network found	0.19985549159313384	0.6487733516297004	9.188405611124937e-05
36	30	Superior parietal lobule posterior RH	DorsAttnB	DorsAttnA	0.44825627982745747	0.35899355372723446	0.11827286883242447
37	31	Lateral occipital cortex anterior RH	VisCent	VisCent	0.6785899500072388	0.14150511263091473	0.07048370358719125
38	32	Middle frontal gyrus mid-posterior inferior RH	ContA	ContB	0.5611780968102188	0.28523543115706407	0.07546742925799277
39	33	Parieto-occipital sulcus middle LH	VisCent	VisPeri	0.34071649399365056	0.42203954703793356	0.03808690221001369
40	34	Frontomarginal gyrus LH	DefaultB	DefaultA	0.449409398945229	0.17895271201949292	0.0618954727334925
41	35	Corpus callosum splenium	No network found	No network found	0.32449637269785114	0.2331319758534334	0.3857068242754961
42	36	Cingulate cortex mid-anterior LH	SalVentAttnA	SalVentAttnB	0.4953061156648735	0.22786530936623703	0.026282128405090536
43	37	Middle frontal gyrus posterior inferior RH	ContA	ContB	0.43672353809161213	0.29978562236838097	0.04180979498733396
44	38	Thalamus LH	No network found	No network found	0.5789545160886055	0.41680720889648576	0.00021564229646912358
45	39	Fusiform gyrus anterior RH	VisCent	VisCent	0.8085212268117221	0.07672330060594544	0.10503238782967796
46	40	Precentral sulcus middle LH	DorsAttnB	DorsAttnB	0.3224774762180997	0.6539418164858194	0.009610218116928302
47	41	Central opercular cortex LH	SalVentAttnA	SomMotB	0.5211555149969195	0.13626557911778894	0.07171357276526073
48	42	Cerebellum VI superior	No network found	VisPeri	0.7317143484051292	0.012272917865274914	0.24011104474734576
49	43	Corpus callosum genu superior	No network found	No network found	0.17752153829300438	0.6271779213329457	0.11958630759717122
50	44	Cerebrospinal fluid (between precentral gyrus and skull)	SomMotA	SomMotA	0.3510201686189798	0.15981852203975047	0.11615068251248188
51	45	Heschl’s gyrus posterior RH	SomMotA	SomMotB	0.7371734684970531	0.09360914210560015	0.1667692287121032
52	46	Lingual gyrus posterior RH	VisCent	VisPeri	0.3873840387295783	0.29504568890877464	0.01741565245954988
53	47	Corticospinal tract middle RH	DorsAttnB	ContA	0.17575170936556483	0.6383549621484139	0.004944940155623396
54	48	Superior frontal sulcus mid-posterior LH	DefaultB	ContB	0.40149994574390796	0.5176388538520339	0.029057582511594588
55	49	Cerebellum VI superior RH	VisCent	VisPeri	0.6486513784055565	0.010969427346429004	0.16191436987106245
56	50	Thalamus inferior	No network found	No network found	0.5267115854811969	0.099112507674498	0.16998201213142125
57	51	Lateral fissure superior RH	No network found	SomMotB	0.07682413683705339	0.514318262231531	0.0006483665379789226
58	52	Superior parietal lobule postero-superior RH	DorsAttnB	DorsAttnA	0.4225139843062001	0.16302968943124616	0.08646317936677797
59	53	Temporal pole superior RH	DefaultB	DefaultB	0.6502266930448659	0.12892154890219837	0.06523810082093057
60	54	Retrosplenial cortex	No network found	No network found	0.15804963990165982	0.006254264276782557	0.611946385686002
61	55	Middle temporal gyrus middle superior LH	DefaultB	DefaultB	0.6167891772016105	0.06627779938397556	0.06715814868159087
62	56	Anterior insula inferior LH	SalVentAttnA	SalVentAttnA	0.622496856167213	0.13540823817048908	0.14010480899869437
63	57	Arcuate fasciculus anterior RH	ContA	ContA	0.3038359534084412	0.5451689573706752	0.015180970762216578
64	58	Hippocampal fissure	No network found	DefaultC	0.15198677431293256	0.04947479917602532	0.023769666057636713
65	58	Hippocampal fissure	No network found	DefaultC	0.3355050455358901	0.11082381356963758	0.05743220588011839
66	59	Corpus callosum isthmus inferior	No network found	ContC	0.09357607172378941	0.8422865916457403	0.0016888043114939406
67	60	Calcarine sulcus posterior LH	VisCent	VisCent	0.4026687807231069	0.3014299004579216	0.021152508498015973
68	61	Parieto-occipital sulcus posterior LH	VisCent	ContC	0.5596072002580701	0.1301299953203041	0.1484694935554417
69	62	Ventromedial prefrontal cortex posterior 	LimbicA	LimbicB	0.6444337458997078	0.13823481482963512	0.07294221911221341
70	63	Superior frontal sulcus middle LH	DefaultB	ContB	0.4785278495689825	0.13526027182429756	0.11276209736156714
71	64	Cerebellum V LH	No network found	No network found	0.3689862681350424	0.2245442692986292	0.019866585197259045
72	65	Parahippocampal sulcus	VisCent	DefaultC	0.18851150981201042	0.0459351370702125	0.01773588401734916
73	65	Parahippocampal sulcus	VisCent	DefaultC	0.4911858545305373	0.14051531201820386	0.07089494813657148
74	66	Middle frontal gyrus mid-anterior RH	ContA	SalVentAttnB	0.5194077838322596	0.2059098498585704	0.052860329882138124
75	67	Superior temporal sulcus anterior RH	DefaultB	TempPar	0.6816790473378267	0.1253192783267439	0.09100715171579728
76	68	Dorsomedial prefrontal cortex RH	DefaultB	DefaultB	0.3637690014561811	0.29374895569661824	0.03243364787819624
77	69	Putamen superior RH	No network found	No network found	0.42612197971180144	0.4708810830510685	0.0005878719565510393
78	70	Posterior cingulate cortex anterior	DefaultB	DefaultA	0.7024661281576748	0.13303486419330668	0.09257246216434653
79	71	Heschl’s gyrus posterior LH	SomMotA	SomMotB	0.5060117908297886	0.16007741154401675	0.08454813661778669
80	72	Internal capsule anterior limb inferior	No network found	No network found	0.33870705304176707	0.11000329164665167	0.00016595544844867695
81	72	Internal capsule anterior limb inferior	No network found	No network found	0.19656958812607164	0.05837984574329462	8.023758991205987e-05
82	73	Angular gyrus postero-inferior LH	DefaultB	TempPar	0.5818583235950284	0.13500429910703818	0.07831118012757955
83	74	Superior corona radiata posterior LH	No network found	No network found	0.03083231460259675	0.7234554243132952	0.0002130406359922885
84	75	Calcarine cortex anterior RH	VisCent	VisPeri	0.6194315869830597	0.16887592708036472	0.070953073391077
85	76	Fusiform gyrus anterior LH	VisCent	DefaultC	0.7330541822450984	0.020473175511349646	0.09242323375896674
86	77	Supramarginal gyrus antero-inferior RH	SalVentAttnA	SalVentAttnA	0.6345653492404917	0.06974346445763513	0.15336382056390016
87	78	Central sulcus mid-superior LH	SomMotA	SomMotA	0.46428052218689614	0.4323369576619231	0.08387874330861805
88	79	Cerebrospinal fluid (between Central sulcus and skull)	SomMotA	SomMotA	0.0924965544446244	0.02399240646976095	0.029467740929897915
89	79	Cerebrospinal fluid (between Central sulcus and skull)	SomMotA	SomMotA	0.06473998017618453	0.014711110708260621	0.02156325956485534
90	80	Putamen posterior RH	No network found	SomMotB	0.353682857662895	0.5402716833021547	0.004873423576293062
91	81	Intracalcarine cortex	No network found	No network found	0.01763332901254729	0.17091318784869344	0.0002550095382464514
92	81	Intracalcarine cortex	No network found	No network found	0.08871532417039696	0.5799832667962835	0.009547916993427427
93	82	Uncinate fasciculus	No network found	No network found	0.27697981303975017	0.054024602801104965	0.0008950524976169605
94	82	Uncinate fasciculus	No network found	No network found	0.41985452245115007	0.0868025669229732	0.0020351234442568815
95	83	Planum temporale anterior LH	SomMotA	SomMotB	0.5718545507019597	0.15343359396314923	0.11242926806819104
96	84	Cerebellum VIIIab	No network found	No network found	0.3267056118222575	0.05811508936135963	0.0022726939279081857
97	84	Cerebellum VIIIab	No network found	No network found	0.3584429343970836	0.06142047797020394	0.0026417855232773774
98	85	Cerebellum Crus I RH	No network found	No network found	0.5811521439552908	0.039979266223465836	0.10333831964806542
99	86	Cingulate mid-anterior RH	DefaultB	DefaultA	0.631592205193224	0.13029108198374917	0.06179864840915666
100	87	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	ContB	0.3783383321799218	0.03242881886601449	0.0863148989764108
101	88	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnA	0.37755183572076134	0.09473850327085054	0.11981679414797054
102	88	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnA	0.0671963681117615	0.009074448387457364	0.023194660230681206
103	89	Superior longitudinal fasciculus I mid-anterior LH	No network found	No network found	0.011148699888012972	0.7582903559533437	5.689792472728467e-05
104	90	Middle frontal gyrus middle LH	SalVentAttnA	SalVentAttnB	0.5209947699426293	0.25552597336428723	0.044647838698019124
105	91	Lateral occipital cortex antero-inferior RH	VisCent	VisCent	0.48183387272094186	0.26472241748889946	0.030002117136805603
106	92	Hippocampus posterior inferior	No network found	DefaultC	0.16829075232579704	0.03336202902131706	0.13360364869744804
107	92	Hippocampus posterior inferior	No network found	DefaultC	0.19426630360121583	0.045131464636454934	0.15560659205345298
108	93	Posterior corona radiata RH	No network found	No network found	0.02289880532296553	0.8057717305310638	4.164606330103957e-05
109	94	Supracalcarine cortex RH	VisCent	VisPeri	0.6070978711329791	0.13126808299087173	0.10840721609428561
110	95	Thalamus superior	No network found	No network found	0.3607197530395904	0.07907601506092944	0.00323991470003851
111	96	Cingulate anterior	DefaultB	DefaultA	0.7072273237878077	0.044950296633799965	0.20867783194518863
112	97	Lateral occipital cortex mid-anterior RH	DorsAttnB	DefaultC	0.33524798680456724	0.36240331775655177	0.014580849982891745
113	98	Cerebellum IX middle	No network found	No network found	0.2186305940685952	0.10087129717307028	0.03144115476282913
114	98	Cerebellum IX middle	No network found	No network found	0.3186340621778377	0.20874972374565495	0.043155539937463225
115	99	Lateral ventricle RH	No network found	No network found	0.27530027440161164	0.25098948862393106	0.20140752576846355
116	100	Central sulcus inferior	SomMotA	SomMotB	0.049280747000628296	0.06317972532923861	0.006534181557772211
117	100	Central sulcus inferior	SomMotA	SomMotB	0.4186037372664697	0.295388633513885	0.05596549235730449
118	101	Lateral occipital cortex superior RH	ContA	ContB	0.5559837338352441	0.16470099359042997	0.08653125266761194
119	102	Occipital pole superior LH	VisCent	VisCent	0.34502101668768564	0.4547088314094455	0.020557101601828907
120	103	Inferior temporal sulcus mid-posterior LH	ContA	ContB	0.5730679089070794	0.3196351412846068	0.027653043265810317
121	104	Cingulate sulcus mid-posterior	SalVentAttnA	SalVentAttnA	0.667401972119932	0.04275513869913005	0.16221357445366036
122	105	Angular gyrus mid-superior RH	DefaultB	ContB	0.4662845846522834	0.3215529783435204	0.04532392832729249
123	106	Inferior rostral gyrus RH	DefaultB	DefaultA	0.347460603603734	0.4701440107831345	0.016441653033820544
