	Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF	x	y	z
0	1	1	Middle frontal gyrus anterior LH	SalVentAttnA	SalVentAttnB	0.4676086858415043	0.2926557856322146	0.0334784675739244	-34.829550777380724	38.21074909101867	29.478757779629262
1	2	2	Middle frontal gyrus anterior RH	ContA	SalVentAttnB	0.5325682640474887	0.2040021421351208	0.0584995215028844	32.09160608812465	47.9310722374716	24.256835936052084
2	3	3	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnB	0.1378820916603697	0.0216927951575303	0.0583445745779171	-25.05347887857397	-46.08291234040277	75.74499879134135
3	4	3	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnB	0.1558123814112691	0.0267138134647159	0.0666631584868461	25.17341353929011	-43.72150443651931	76.27669815685422
4	5	4	Inferior frontal sulcus posterior RH	ContA	ContA	0.5140047160248071	0.218964366141606	0.0593993413260249	46.92396023089594	27.67846680716059	21.67160523447572
5	6	5	Superior longitudinal fasciculus II middle	No network found	No network found	0.0703046417060704	0.2489797489937382	0.0285801358828609	-19.20858016709984	-3.1137036342860256	27.308445804394935
6	7	5	Superior longitudinal fasciculus II middle	No network found	No network found	0.0773601975918211	0.1840078322554615	0.0346418913486467	17.796608474512226	-1.9972175910253327	27.185522519924845
7	8	6	Cuneus anterior	VisCent	VisPeri	0.4869138439283615	0.3017331226540143	0.0684365663280033	4.977699196633992	-71.90559846618815	22.89395354567648
8	9	7	Lateral ventricles anterior horns	No network found	No network found	0.1339356527028543	0.3824103908804721	0.2734946067810014	-0.16974646598154663	0.8986311949041408	22.8200601102145
9	10	8	Lateral occipital cortex LH	VisCent	VisCent	0.3861700352931849	0.3606735671928798	0.0348172074292181	-25.991328170599743	-85.98747440307537	18.11391803649971
10	11	9	Retrocalcarine cortex	VisCent	VisCent	0.4744937364804678	0.1965702332232874	0.102447012072406	-7.381286266223114	-98.4190657951477	-4.90879121658341
11	12	10	Collateral sulcus anterior	LimbicA	LimbicA	0.139136514522673	0.225916501704085	0.0091917263951617	-39.53268223491428	-16.68725288930638	-23.729969688257924
12	13	10	Collateral sulcus anterior	LimbicA	LimbicA	0.1737509687566189	0.2951095434423817	0.0105027894172531	38.85204408231871	-16.624720949987633	-24.377210697975322
13	14	11	Cerebrospinal fluid (between intraparietal sulcus and skull)	DorsAttnB	DorsAttnA	0.1022541710103435	0.0121561859212431	0.0429687078963877	-38.1509743187891	-58.157005608513145	63.968121603973486
14	15	11	Cerebrospinal fluid (between intraparietal sulcus and skull)	DorsAttnB	DorsAttnA	0.2532517258416134	0.0416152887489331	0.1152737815516862	41.84801844954612	-50.72951665925632	62.19089461895658
15	16	12	Superior frontal gyrus anterior	DefaultB	DefaultB	0.4106261537391366	0.1932026411865938	0.040949820718596	-16.8438361721537	52.59829611125366	34.220191635597814
16	17	13	Cingulate cortex mid-anterior	SalVentAttnA	SalVentAttnA	0.6696863229772012	0.058616779320495	0.1558849277453847	-0.38415035300783984	16.86315254914021	33.698022354676894
17	18	14	Cingulate cortex mid-posterior	SalVentAttnA	ContC	0.6915976206928972	0.0534375312874137	0.1649752676767145	0.40788845001929985	-23.85059308761072	45.1400634060243
18	19	15	Posterior cingulate cortex posterior	DefaultB	DefaultA	0.5478116144552149	0.1162495832744408	0.078722229094209	1.6350008340970419	-52.27253869140297	27.017090062911052
19	20	16	Pars opercularis pars triangularis LH	DefaultB	DefaultB	0.4992289798904427	0.1375491236326689	0.0767558295474543	-53.878426884545625	24.441255184299735	1.166982887468535
20	21	17	Medial frontal cortex posterior	SalVentAttnA	SalVentAttnA	0.5176511052893876	0.0680333944577113	0.1865487655657115	0.42590981555760266	0.6290821057137919	52.55882198413224
21	22	18	Cerebrospinal fluid (between precuneus and skull)	DorsAttnB	DorsAttnA	0.4129410154355648	0.0593841224012955	0.1493686817781088	-10.797203321754836	-77.38688503684065	56.681365986206515
22	23	19	Dorsal visual stream superior	DorsAttnB	DorsAttnB	0.083494430250184	0.3313606378948485	0.0048347490663928	-17.968118716189764	-52.89626640293365	54.238084506539764
23	24	19	Dorsal visual stream superior	DorsAttnB	DorsAttnB	0.0630491948732435	0.2466967939400421	0.0026149436843869	15.996297231381504	-51.73505558620228	54.83907028251693
24	25	20	Frontal operculum LH	SalVentAttnA	SalVentAttnA	0.6240053253193414	0.085038108596222	0.0971770402172303	-42.36876377107159	5.961349342036016	4.259185093220921
25	26	21	Amygdala	No network found	No network found	0.3597276636511135	0.0169284168301029	0.0264139902120955	-25.316397867773972	-10.532318711263983	-21.0126281246731
26	27	21	Amygdala	No network found	No network found	0.4654207529403044	0.0229141586032937	0.0357086752094526	25.23530622543312	-10.041223482732889	-21.571700348306834
27	28	22	Supramarginal gyrus LH	SalVentAttnA	SalVentAttnB	0.5961968867439137	0.1829944108204159	0.0950190712854086	-62.46324503676526	-38.78671431364393	37.441753680585904
28	29	23	Postcentral gyrus LH	SomMotA	SomMotA	0.294170790461098	0.3648275147418316	0.0496334940978594	-41.47574092316676	-24.199814738688772	55.54468890586321
29	30	24	Parieto-occipital sulcus middle	ContA	ContC	0.3093141115613657	0.0812215703991947	0.0638961617516425	-11.517177712995476	-70.251754771692	33.03059090826764
30	31	24	Parieto-occipital sulcus middle	ContA	ContC	0.2416445713855324	0.1620653743594388	0.0349588765653995	12.066739789080799	-66.47496582118154	33.49650860624435
31	32	25	Occipital pole inferior	VisCent	VisCent	0.2715747659247012	0.1533759276942098	0.0296098611646704	-30.739825456016064	-96.40531875436263	-8.364888484233916
